genestableid,gene_name,gene_description,disagreement,prob_equal_ortho_adj,similarity
"ENSMUSG00000022982","sod1","superoxide dismutase 1 soluble",1.847999,.0467956,"Different"
"ENSMUSG00000022983","scaf4","sr related ctd associated factor 4",.7347851,.7842857,"Same"
"ENSMUSG00000022987","zfp641","zinc finger protein 641",1.408357,.1940422,"Same"
"ENSMUSG00000022992","kansl2","kat8 regulatory nsl complex subunit 2",1.417286,.4565798,"Same"
"ENSMUSG00000022994","adcy6","adenylate cyclase 6",1.200136,.0105875,"Different"
"ENSMUSG00000022995","enah","enah actin regulator",.2457495,.8996501,"Same"
"ENSMUSG00000022999","lmbr1l","limb region 1 like",1.318782,.5060071,"Same"
"ENSMUSG00000023007","prpf40b","pre mrna processing factor 40b",1.496603,.3830283,"Same"
"ENSMUSG00000023008","fmnl3","formin like 3",.6151688,.7320471,"Same"
"ENSMUSG00000023009","nckap5l","nck associated protein 5 like",1.52086,.2042163,"Same"
"ENSMUSG00000023011","faim2","fas apoptotic inhibitory molecule 2",.0032399,.9106043,"Same"
"ENSMUSG00000023015","racgap1","rac gtpase activating protein 1",.0000621,.9650449,"Same"
"ENSMUSG00000023017","asic1","acid sensing proton gated ion channel 1",.2223593,.9115173,"Same"
"ENSMUSG00000023018","smarcd1","swi/snf related matrix associated actin dependent regulator of chromatin subfamily d member 1",.3383389,.8772232,"Same"
"ENSMUSG00000023019","gpd1","glycerol 3 phosphate dehydrogenase 1 soluble ",1.051737,.6389173,"Same"
"ENSMUSG00000023020","cox14","cytochrome c oxidase assembly protein 14",.0000581,.9650449,"Same"
"ENSMUSG00000023021","cers5","ceramide synthase 5",.1150059,.8776925,"Same"
"ENSMUSG00000023025","larp4","la ribonucleoprotein domain family member 4",1.601921,.3217711,"Same"
"ENSMUSG00000023027","atf1","activating transcription factor 1",.2022719,.9357217,"Same"
"ENSMUSG00000023034","nr4a1","nuclear receptor subfamily 4 group a member 1",.009049,.9592049,"Same"
"ENSMUSG00000023036","pcdhgc4","protocadherin gamma subfamily c 4",.8068884,.4346367,"Same"
"ENSMUSG00000023043","krt18","keratin 18",.0420443,.8776925,"Same"
"ENSMUSG00000023046","igfbp6","insulin like growth factor binding protein 6",.0490971,.9592049,"Same"
"ENSMUSG00000023050","map3k12","mitogen activated protein kinase kinase kinase 12",.0166559,.9592049,"Same"
"ENSMUSG00000023051","tarbp2","tarbp2 risc loading complex rna binding subunit",.9181435,.5793802,"Same"
"ENSMUSG00000023055","calcoco1","calcium binding and coiled coil domain 1",.0459232,.8772232,"Same"
"ENSMUSG00000023064","sncg","synuclein gamma",1.802869,.1086391,"Same"
"ENSMUSG00000023066","rttn","rotatin",.5895663,.8625106,"Same"
"ENSMUSG00000023067","cdkn1a","cyclin dependent kinase inhibitor 1a p21 ",1.391583,.0943679,"Same"
"ENSMUSG00000023072","cep89","centrosomal protein 89",1.790898,.1709041,"Same"
"ENSMUSG00000023074","mospd1","motile sperm domain containing 1",1.678695,.0213087,"Different"
"ENSMUSG00000023075","akirin1","akirin 1",1.291831,.5203101,"Same"
"ENSMUSG00000023079","gtf2ird1","general transcription factor ii i repeat domain containing 1",.1280381,.8772232,"Same"
"ENSMUSG00000023089","ndufa5","nadh:ubiquinone oxidoreductase subunit a5",.1842867,.8772232,"Same"
"ENSMUSG00000023094","msrb2","methionine sulfoxide reductase b2",.0006506,.9644368,"Same"
"ENSMUSG00000023104","rfc2","replication factor c activator 1 2",.0307445,.9592049,"Same"
"ENSMUSG00000023106","denr","density regulated protein",.7630395,.7390509,"Same"
"ENSMUSG00000023110","prmt5","protein arginine n methyltransferase 5",.045243,.9592049,"Same"
"ENSMUSG00000023118","sympk","symplekin",.2674543,.8721513,"Same"
"ENSMUSG00000023143","nagpa","n acetylglucosamine 1 phosphodiester alpha n acetylglucosaminidase",1.853706,.101963,"Same"
"ENSMUSG00000023150","ivns1abp","influenza virus ns1a binding protein",.7324504,.7733194,"Same"
"ENSMUSG00000023156","rpp14","ribonuclease p 14 subunit",.0413113,.9592049,"Same"
"ENSMUSG00000023169","slc38a1","solute carrier family 38 member 1",.7403033,.4150145,"Same"
"ENSMUSG00000023175","bsg","basigin",.3773358,.7502396,"Same"
"ENSMUSG00000023191","p3h3","prolyl 3 hydroxylase 3",1.648128,.0001785,"Different"
"ENSMUSG00000023192","grm2","glutamate receptor metabotropic 2",.2377166,.8565662,"Same"
"ENSMUSG00000023232","serinc2","serine incorporator 2",.0034606,.9375608,"Same"
"ENSMUSG00000023236","scg5","secretogranin v",.0411489,.9592049,"Same"
"ENSMUSG00000023243","kcnk5","potassium channel subfamily k member 5",1.154519,.6020426,"Same"
"ENSMUSG00000023249","parp3","poly adp ribose polymerase family member 3",.0000275,.9598377,"Same"
"ENSMUSG00000023259","slc26a6","solute carrier family 26 member 6",1.037267,9.11e-07,"Different"
"ENSMUSG00000023274","cd4","cd4 antigen",.0062568,.9592049,"Same"
"ENSMUSG00000023277","twf2","twinfilin actin binding protein 2",.0188454,.9592049,"Same"
"ENSMUSG00000023284","zfp605","zinc finger protein 605",1.12962,.2514809,"Same"
"ENSMUSG00000023307","march5","membrane associated ring finger c3hc4 5",1.722473,.2302601,"Same"
"ENSMUSG00000023328","ache","acetylcholinesterase",.1889725,.8930278,"Same"
"ENSMUSG00000023330","dtwd1","dtw domain containing 1",1.007909,.4814138,"Same"
"ENSMUSG00000023336","wfdc1","wap four disulfide core domain 1",1.465969,.0933022,"Same"
"ENSMUSG00000023345","poc1a","poc1 centriolar protein a",.7201449,.7880597,"Same"
"ENSMUSG00000023348","trip6","thyroid hormone receptor interactor 6",1.569371,.3635732,"Same"
"ENSMUSG00000023353","agap3","arfgap with gtpase domain ankyrin repeat and ph domain 3",.1286439,.8927879,"Same"
"ENSMUSG00000023367","tmem176a","transmembrane protein 176a",.0505582,.9592049,"Same"
"ENSMUSG00000023391","dlx2","distal less homeobox 2",.0105866,.8721513,"Same"
"ENSMUSG00000023411","nfatc4","nuclear factor of activated t cells cytoplasmic calcineurin dependent 4",.1104117,.9375608,"Same"
"ENSMUSG00000023456","tpi1","triosephosphate isomerase 1",.1604864,.9185507,"Same"
"ENSMUSG00000023460","rab12","rab12 member ras oncogene family",.0475509,.9592049,"Same"
"ENSMUSG00000023473","celsr3","cadherin egf lag seven pass g type receptor 3",1.683643,.2554849,"Same"
"ENSMUSG00000023505","cdca3","cell division cycle associated 3",.0002534,.9650449,"Same"
"ENSMUSG00000023572","ccndbp1","cyclin d type binding protein 1",1.475868,.4216073,"Same"
"ENSMUSG00000023723","mrps23","mitochondrial ribosomal protein s23",1.527286,1.50e-07,"Different"
"ENSMUSG00000023755","rhebl1","ras homolog enriched in brain like 1",1.648203,2.48e-07,"Different"
"ENSMUSG00000023781","hes7","hes family bhlh transcription factor 7",.0094767,.9592049,"Same"
"ENSMUSG00000023791","pigx","phosphatidylinositol glycan anchor biosynthesis class x",1.118528,4.88e-09,"Different"
"ENSMUSG00000023800","tiam2","t cell lymphoma invasion and metastasis 2",.0084328,.9592049,"Same"
"ENSMUSG00000023805","synj2","synaptojanin 2",.0996251,.9405856,"Same"
"ENSMUSG00000023809","rps6ka2","ribosomal protein s6 kinase polypeptide 2",1.204447,.5568747,"Same"
"ENSMUSG00000023826","prkn","parkin rbr e3 ubiquitin protein ligase",.5605655,.8390505,"Same"
"ENSMUSG00000023828","slc22a3","solute carrier family 22 organic cation transporter member 3",.3312788,.842939,"Same"
"ENSMUSG00000023830","igf2r","insulin like growth factor 2 receptor",.0007936,.9592049,"Same"
"ENSMUSG00000023861","mpc1","mitochondrial pyruvate carrier 1",.1214517,.9397359,"Same"
"ENSMUSG00000023868","pde10a","phosphodiesterase 10a",1.830599,4.35e-06,"Different"
"ENSMUSG00000023873","1700010i14rik","riken cdna 1700010i14 gene",.028018,.9592049,"Same"
"ENSMUSG00000023883","phf10","phd finger protein 10",.0962815,.9490503,"Same"
"ENSMUSG00000023886","smoc2","sparc related modular calcium binding 2",.5677093,.8562302,"Same"
"ENSMUSG00000023904","hcfc1r1","host cell factor c1 regulator 1 xpo1 dependent ",.185928,.9225491,"Same"
"ENSMUSG00000023906","cldn6","claudin 6",.5672808,.7996626,"Same"
"ENSMUSG00000023908","pkmyt1","protein kinase membrane associated tyrosine/threonine 1",.0028288,.9628192,"Same"
"ENSMUSG00000023909","paqr4","progestin and adipoq receptor family member iv",.0219307,.8776925,"Same"
"ENSMUSG00000023911","flywch2","flywch family member 2",.0009985,.9354855,"Same"
"ENSMUSG00000023912","slc25a27","solute carrier family 25 member 27",1.335249,.110913,"Same"
"ENSMUSG00000023915","tnfrsf21","tumor necrosis factor receptor superfamily member 21",.0457702,.9592049,"Same"
"ENSMUSG00000023919","cenpq","centromere protein q",.0021331,.9618023,"Same"
"ENSMUSG00000023926","rhag","rhesus blood group associated a glycoprotein",.4817133,.8772232,"Same"
"ENSMUSG00000023932","cdc5l","cell division cycle 5 like s pombe ",.0575166,.9592049,"Same"
"ENSMUSG00000023938","aars2","alanyl trna synthetase 2 mitochondrial",1.322368,.0342908,"Different"
"ENSMUSG00000023940","sgo1","shugoshin 1",.0000111,.9668123,"Same"
"ENSMUSG00000023947","nfkbie","nuclear factor of kappa light polypeptide gene enhancer in b cells inhibitor epsilon",1.259428,1.49e-07,"Different"
"ENSMUSG00000023952","gtpbp2","gtp binding protein 2",1.284417,.0000222,"Different"
"ENSMUSG00000023953","polh","polymerase dna directed eta rad 30 related ",1.714948,.2674426,"Same"
"ENSMUSG00000023960","enpp5","ectonucleotide pyrophosphatase/phosphodiesterase 5",1.781294,.1784137,"Same"
"ENSMUSG00000023961","enpp4","ectonucleotide pyrophosphatase/phosphodiesterase 4",.0476869,.9592049,"Same"
"ENSMUSG00000023963","cyp39a1","cytochrome p450 family 39 subfamily a polypeptide 1",.0042342,.9635858,"Same"
"ENSMUSG00000023965","fbxl17","f box and leucine rich repeat protein 17",.3449538,.8776925,"Same"
"ENSMUSG00000023966","rsph9","radial spoke head 9 homolog chlamydomonas ",.164112,.8776925,"Same"
"ENSMUSG00000023967","mrps18a","mitochondrial ribosomal protein s18a",.2176569,.8772232,"Same"
"ENSMUSG00000023972","ptk7","ptk7 protein tyrosine kinase 7",.0021543,.9549613,"Same"
"ENSMUSG00000023980","taf8","tata box binding protein associated factor 8",1.230523,.5761597,"Same"
"ENSMUSG00000023988","bysl","bystin like",.0044344,.9592049,"Same"
"ENSMUSG00000023990","tfeb","transcription factor eb",.0193906,.9592049,"Same"
"ENSMUSG00000023991","foxp4","forkhead box p4",.4773527,.8746549,"Same"
"ENSMUSG00000023992","trem2","triggering receptor expressed on myeloid cells 2",.0330631,.9401528,"Same"
"ENSMUSG00000023994","nfya","nuclear transcription factor y alpha",.007203,.9592049,"Same"
"ENSMUSG00000024002","brd4","bromodomain containing 4",.5347685,.8721513,"Same"
"ENSMUSG00000024006","stk38","serine/threonine kinase 38",.0444862,.9592049,"Same"
"ENSMUSG00000024007","ppil1","peptidylprolyl isomerase cyclophilin like 1",1.008274,.6901876,"Same"
"ENSMUSG00000024008","cpne5","copine v",.0056064,.9592049,"Same"
"ENSMUSG00000024014","pim1","proviral integration site 1",.0877758,.9592049,"Same"
"ENSMUSG00000024018","ccdc167","coiled coil domain containing 167",1.184148,.1609641,"Same"
"ENSMUSG00000024030","abcg1","atp binding cassette subfamily g member 1",.1369296,.8746549,"Same"
"ENSMUSG00000024033","rsph1","radial spoke head 1 homolog chlamydomonas ",1.099945,.6109478,"Same"
"ENSMUSG00000024036","slc37a1","solute carrier family 37 glycerol 3 phosphate transporter member 1",.000056,.9592049,"Same"
"ENSMUSG00000024037","wdr4","wd repeat domain 4",.1030878,.9419076,"Same"
"ENSMUSG00000024038","ndufv3","nadh:ubiquinone oxidoreductase core subunit v3",.9840934,.7022555,"Same"
"ENSMUSG00000024043","arhgap28","rho gtpase activating protein 28",.0029425,.9605781,"Same"
"ENSMUSG00000024044","epb41l3","erythrocyte membrane protein band 4 1 like 3",.8146682,.7136225,"Same"
"ENSMUSG00000024045","akap8","a kinase prka anchor protein 8",1.696751,.2668056,"Same"
"ENSMUSG00000024048","myl12a","myosin light chain 12a regulatory non sarcomeric",1.111019,.6366378,"Same"
"ENSMUSG00000024050","wiz","widely interspaced zinc finger motifs",1.455065,.1322916,"Same"
"ENSMUSG00000024054","smchd1","smc hinge domain containing 1",.4323818,.8772232,"Same"
"ENSMUSG00000024056","ndc80","ndc80 kinetochore complex component",.0023888,.9644368,"Same"
"ENSMUSG00000024059","clip4","cap gly domain containing linker protein family member 4",.0457851,.8776925,"Same"
"ENSMUSG00000024063","lbh","limb bud and heart",.8296938,.7171156,"Same"
"ENSMUSG00000024064","galnt14","polypeptide n acetylgalactosaminyltransferase 14",.0033983,.9592049,"Same"
"ENSMUSG00000024065","ehd3","eh domain containing 3",.0087489,.9592049,"Same"
"ENSMUSG00000024068","spast","spastin",.0714401,.9164053,"Same"
"ENSMUSG00000024069","slc30a6","solute carrier family 30 zinc transporter member 6",.2745198,.9032828,"Same"
"ENSMUSG00000024070","prkd3","protein kinase d3",.0007478,.9592049,"Same"
"ENSMUSG00000024073","birc6","baculoviral iap repeat containing 6",1.760909,.0040434,"Different"
"ENSMUSG00000024076","vit","vitrin",1.581407,.0000114,"Different"
"ENSMUSG00000024078","ttc27","tetratricopeptide repeat domain 27",1.425987,.0278956,"Different"
"ENSMUSG00000024081","cebpz","ccaat/enhancer binding protein zeta",.0751663,.9592049,"Same"
"ENSMUSG00000024083","pja2","praja ring finger ubiquitin ligase 2",.039009,.9592049,"Same"
"ENSMUSG00000024084","qpct","glutaminyl peptide cyclotransferase glutaminyl cyclase ",.1715352,.9277219,"Same"
"ENSMUSG00000024087","cyp1b1","cytochrome p450 family 1 subfamily b polypeptide 1",1.4563,.0000257,"Different"
"ENSMUSG00000024095","hnrnpll","heterogeneous nuclear ribonucleoprotein l like",.0298495,.9592049,"Same"
"ENSMUSG00000024096","ralbp1","rala binding protein 1",.0112168,.8776925,"Same"
"ENSMUSG00000024097","srsf7","serine/arginine rich splicing factor 7",.0026761,.9635858,"Same"
"ENSMUSG00000024098","twsg1","twisted gastrulation bmp signaling modulator 1",.0217284,.9592049,"Same"
"ENSMUSG00000024099","ndufv2","nadh:ubiquinone oxidoreductase core subunit v2",1.65692,5.31e-06,"Different"
"ENSMUSG00000024109","nrxn1","neurexin i",.0736037,.9419276,"Same"
"ENSMUSG00000024112","cacna1h","calcium channel voltage dependent t type alpha 1h subunit",1.574744,.0188956,"Different"
"ENSMUSG00000024118","tedc2","tubulin epsilon and delta complex 2",.0614313,.9592049,"Same"
"ENSMUSG00000024127","prepl","prolyl endopeptidase like",.2231429,.8693913,"Same"
"ENSMUSG00000024130","abca3","atp binding cassette sub family a abc1 member 3",.003161,.9592049,"Same"
"ENSMUSG00000024134","six2","sine oculis related homeobox 2",.0379548,.8776925,"Same"
"ENSMUSG00000024135","srbd1","s1 rna binding domain 1",.0158964,.9592049,"Same"
"ENSMUSG00000024140","epas1","endothelial pas domain protein 1",.0000878,.9262763,"Same"
"ENSMUSG00000024142","mlst8","mtor associated protein lst8 homolog s cerevisiae ",.0468866,.906009,"Same"
"ENSMUSG00000024143","rhoq","ras homolog family member q",.005012,.9593371,"Same"
"ENSMUSG00000024150","mcfd2","multiple coagulation factor deficiency 2",.8804917,.7405335,"Same"
"ENSMUSG00000024151","msh2","muts homolog 2",.0142475,.9592049,"Same"
"ENSMUSG00000024158","hagh","hydroxyacyl glutathione hydrolase",.0058105,.9471131,"Same"
"ENSMUSG00000024160","spsb3","spla/ryanodine receptor domain and socs box containing 3",1.329199,.0695774,"Same"
"ENSMUSG00000024163","mapk8ip3","mitogen activated protein kinase 8 interacting protein 3",.1090723,.9217858,"Same"
"ENSMUSG00000024165","jpt2","jupiter microtubule associated homolog 2",.009358,.9592049,"Same"
"ENSMUSG00000024169","ift140","intraflagellar transport 140",.3008719,.8829302,"Same"
"ENSMUSG00000024170","telo2","telomere maintenance 2",1.707872,.001626,"Different"
"ENSMUSG00000024172","st6gal2","beta galactoside alpha 2 6 sialyltransferase 2",1.523763,.0139272,"Different"
"ENSMUSG00000024176","sox8","sry sex determining region y box 8",.3376999,.8776925,"Same"
"ENSMUSG00000024177","nme4","nme/nm23 nucleoside diphosphate kinase 4",.1827224,.9375608,"Same"
"ENSMUSG00000024180","tmem8","transmembrane protein 8",1.555541,.0000508,"Different"
"ENSMUSG00000024181","mrpl28","mitochondrial ribosomal protein l28",1.72492,.0000846,"Different"
"ENSMUSG00000024182","axin1","axin 1",1.241334,.1850658,"Same"
"ENSMUSG00000024186","rgs11","regulator of g protein signaling 11",.0042831,.9592049,"Same"
"ENSMUSG00000024188","luc7l","luc7 like",.0448299,.8927879,"Same"
"ENSMUSG00000024193","phf1","phd finger protein 1",.0238891,.8776925,"Same"
"ENSMUSG00000024197","plin3","perilipin 3",.4288798,.8772232,"Same"
"ENSMUSG00000024201","kdm4b","lysine k specific demethylase 4b",.8497033,.4320987,"Same"
"ENSMUSG00000024206","rfx2","regulatory factor x 2 influences hla class ii expression ",.0161206,.9592049,"Same"
"ENSMUSG00000024213","nudt3","nudix nucleotide diphosphate linked moiety x type motif 3",.111828,.8759055,"Same"
"ENSMUSG00000024219","anks1","ankyrin repeat and sam domain containing 1",1.042875,.3001024,"Same"
"ENSMUSG00000024220","zfp523","zinc finger protein 523",1.704184,1.49e-06,"Different"
"ENSMUSG00000024232","bambi","bmp and activin membrane bound inhibitor",.7657083,.5941213,"Same"
"ENSMUSG00000024234","mtpap","mitochondrial poly a polymerase",.7934002,.5374951,"Same"
"ENSMUSG00000024236","svil","supervillin",.1443319,.8815756,"Same"
"ENSMUSG00000024238","zeb1","zinc finger e box binding homeobox 1",.2070111,.8776925,"Same"
"ENSMUSG00000024240","epc1","enhancer of polycomb homolog 1",1.63556,.3106449,"Same"
"ENSMUSG00000024241","sos1","sos ras/rac guanine nucleotide exchange factor 1",1.368197,.1551278,"Same"
"ENSMUSG00000024245","tmem178","transmembrane protein 178",.0162984,.9277219,"Same"
"ENSMUSG00000024246","thumpd2","thump domain containing 2",.0056639,.9592049,"Same"
"ENSMUSG00000024247","pkdcc","protein kinase domain containing cytoplasmic",1.435557,.0001209,"Different"
"ENSMUSG00000024251","thada","thyroid adenoma associated",.0018046,.9641184,"Same"
"ENSMUSG00000024256","adcyap1","adenylate cyclase activating polypeptide 1",.1384584,.8772232,"Same"
"ENSMUSG00000024258","polr2d","polymerase rna ii dna directed polypeptide d",.0001517,.9650449,"Same"
